Node;word;frequency_word;betweenness_centrality;clustering_coefficient;eigenvector_centrality;Class_betweenness_centralitylow;Class_betweenness_centralitymedium;Class_betweenness_centralityhigh;Class_clustering_coefficientlow;Class_clustering_coefficientmedium;Class_clustering_coefficienthigh;Class_eigenvector_centralitylow;Class_eigenvector_centralitymedium;Class_eigenvector_centralityhigh
1017;tristezas;1.0;5,40E+11;0.015873015873015876;0.005657822306547285;0;1;0;1;0;1;0;1;0
412;empeorar;1.0;8,09E+10;0.017021541607566127;0.005650721212353782;0;1;0;1;0;1;0;1;0
1302;dejen;1.0;1,97E+10;0.011904761904761906;0.005647350576763136;0;0;1;0;1;0;0;1;0
1711;motivacion;2.0;0.000154295083736317;0.006328443512166164;0.0056464199730608955;0;1;0;0;0;1;0;1;0
1063;malestar;1.0;4,93E+11;0.01762797448534686;0.005626863823597706;0;1;0;1;0;1;0;1;0
964;interior;1.0;2,78E+10;0.016178736677488148;0.005596284076647883;0;1;0;1;0;1;0;1;0
1312;cansas;1.0;4,21E+10;0.01762797448534686;0.0055907364798895645;0;1;0;1;0;1;0;1;0
1461;diagnosticaron;1.0;3,05E+10;0.01762797448534686;0.0055775935210935585;0;1;0;1;0;1;0;1;0
839;conbinacion;1.0;5,67E+10;0.015873015873015876;0.005573036789503567;0;1;0;1;0;1;0;1;0
1623;pedirles;1.0;5,13E+11;0.018659407223024924;0.005562627422654914;0;1;0;1;0;1;0;1;0
1717;gargantapero;1.0;0.000112262474418562;0.013659720517092891;0.005556080780581806;0;1;0;0;1;0;0;1;0
1444;faltara;1.0;1,15E+11;0.02159622845360083;0.005542520409380792;0;0;1;1;0;1;0;1;0
10;intentar;2.0;9,06E+10;0.008724422661475233;0.005541562605901192;0;1;0;0;1;0;0;1;0
653;estomago;2.0;7,04E+10;0.007965275681677568;0.005538031062986857;0;1;0;0;0;1;0;1;0
1198;fondo;1.0;1,55E+09;0.015873015873015876;0.005537577453741518;0;0;1;1;0;1;0;1;0
335;llorellore;1.0;9,64E+09;0.016904448610693942;0.0055202494104441445;0;0;1;1;0;1;0;1;0
1470;seguidos;1.0;5,85E+10;0.01469115325477096;0.005518219644734832;0;1;0;0;1;0;0;1;0
609;tomen;1.0;1,27E+11;0.015873015873015876;0.005505781183427403;0;0;1;1;0;1;0;1;0
1061;camiseta;1.0;3,92E+11;0.015753559510204643;0.0055053941574726255;0;1;0;0;1;0;0;1;0
565;xq;1.0;6,35E+10;0.018659407223024928;0.005497229368212205;0;1;0;1;0;1;0;1;0
1030;consta;1.0;6,66E+09;0.013967627380118043;0.00549548286035879;0;1;0;0;1;0;0;1;0
1703;probablemente;1.0;3,45E+11;0.015873015873015876;0.00547923856991435;0;1;0;1;0;1;0;1;0
288;interminable;1.0;1,74E+10;0.01793588134837201;0.005473602493753262;0;0;1;1;0;1;0;1;0
1153;contrario;2.0;0.0004904772401401837;0.005102040816326531;0.005465287081306569;1;0;1;0;0;1;0;1;0
1429;pillan;1.0;4,39E+10;0.015873015873015876;0.005462510891290589;0;1;0;1;0;1;0;1;0
706;olvida;1.0;2,17E+11;0.016904448610693942;0.005460289289948311;0;1;0;1;0;1;0;1;0
1356;recordar;1.0;2,92E+10;0.013659720517092891;0.005452467155436391;0;1;0;0;1;0;0;1;0
390;antisocial;1.0;3,29E+10;0.017627974485346858;0.005425357284686542;0;1;0;1;0;1;0;1;0
1527;raices;1.0;2,80E+11;0.011904761904761906;0.005424845228260503;0;1;0;0;1;0;0;1;0
1293;existido;1.0;6,08E+10;0.011904761904761906;0.005421275730180809;0;1;0;0;1;0;0;1;0
790;medicarme;1.0;3,44E+10;0.012936194642439974;0.00541560130443984;0;1;0;0;1;0;0;1;0
431;finge;1.0;5,74E+09;0.015873015873015876;0.005407927829496699;0;0;1;1;0;1;0;1;0
1663;cuchillo;1.0;3,79E+10;0.011904761904761906;0.005405156729483517;0;1;0;0;1;0;0;1;0
601;cortestres;1.0;0.0001421268496496815;0.012936194642439974;0.005401505315754324;0;1;0;0;1;0;0;1;0
336;necesitaba;1.0;5,48E+11;0.012936194642439974;0.0053972269541223495;0;1;0;0;1;0;0;1;0
1658;cinco;1.0;0.00010588979828647214;0.011904761904761906;0.0053968802525455935;0;1;0;0;1;0;0;1;0
