Node,word,frequency_word,betweenness_centrality,clustering_coefficient,eigenvector_centrality,Class_betweenness_centralitylow,Class_betweenness_centralitymedium,Class_betweenness_centralityhigh,Class_clustering_coefficientlow,Class_clustering_coefficientmedium,Class_clustering_coefficienthigh,Class_eigenvector_centralitylow,Class_eigenvector_centralitymedium,Class_eigenvector_centralityhigh
1133,importar,2.0,8.3260611265069e-05,0.005952380952380953,0.004034948940687679,0,1,0,0,0,1,0,1,0
1474,segundos,1.0,1.6258764049363602e-05,0.011904761904761906,0.004030629024877027,0,0,1,0,1,0,0,1,0
689,rio,1.0,5.812143415502028e-06,0.01365972051709289,0.00402545512278465,0,0,1,0,1,0,0,1,0
1645,red,1.0,0.0001241063851601093,0.012936194642439974,0.004025019910852979,0,1,0,0,1,0,0,1,0
1172,ahogo,1.0,1.3195957506467194e-05,0.011904761904761906,0.004021798244728076,0,0,1,0,1,0,0,1,0
1282,enserio,1.0,6.927285678018331e-05,0.012936194642439974,0.0040132884350792195,0,1,0,0,1,0,0,1,0
1507,pag,1.0,0.00039840685422918513,0.011904761904761906,0.003997701027400376,1,0,1,0,1,0,0,1,0
1666,almuerzo,1.0,1.2710225328186186e-05,0.011904761904761906,0.003995715187971257,0,0,1,0,1,0,0,1,0
1548,libre,1.0,3.7257459621296e-06,0.02442096541846836,0.003994515057981945,0,0,1,1,0,1,0,1,0
1617,r,1.0,0.000766148706858506,0.011904761904761906,0.003990010283444127,1,0,1,0,1,0,0,1,0
1541,logica,1.0,2.8280605512080577e-05,0.011904761904761906,0.003982642727389725,0,1,0,0,1,0,0,1,0
359,esfuercenunca,1.0,1.0332001220474592e-05,0.019235405166123307,0.003979788746840466,0,0,1,1,0,1,0,1,0
960,paraba,1.0,0.00010322237959135438,0.011904761904761906,0.0039772710538734275,0,1,0,0,1,0,0,1,0
936,rubik,1.0,0.0001241672293103313,0.011904761904761906,0.00396873212753751,0,1,0,0,1,0,0,1,0
1663,enterrarme,1.0,1.3369036855262374e-05,0.011904761904761906,0.0039557986414809065,0,0,1,0,1,0,0,1,0
1127,tonta,1.0,6.4990916428651604e-06,0.011904761904761906,0.003950492244745764,0,0,1,0,1,0,0,1,0
1514,impacto,1.0,0.0009126462921090099,0.013659720517092891,0.003940300527448283,1,0,1,0,1,0,0,1,0
1572,ironia,1.0,1.1498047975369016e-05,0.012936194642439974,0.003927148203042925,0,0,1,0,1,0,0,1,0
618,problematica,1.0,0.0014189911828021303,0.011904761904761906,0.00391927761090066,1,0,1,0,1,0,0,1,0
1726,acabare,1.0,0.00010697332304987725,0.011904761904761906,0.003918420719563673,0,1,0,0,1,0,0,1,0
1239,pretendo,1.0,1.450279319183399e-05,0.012936194642439974,0.003915906587975055,0,0,1,0,1,0,0,1,0
1661,cortandome,1.0,6.702240734123497e-05,0.01365972051709289,0.00391527538349818,0,1,0,0,1,0,0,1,0
1449,controlarlo,1.0,1.9020508387410065e-05,0.011904761904761906,0.003915204261120392,0,0,1,0,1,0,0,1,0
980,mantiene,1.0,0.00023492590433215387,0.011904761904761906,0.003912732881322085,0,1,0,0,1,0,0,1,0
851,dolorcon,1.0,6.554753708048473e-05,0.012936194642439974,0.003911163576999726,0,1,0,0,1,0,0,1,0
1126,estudiando,1.0,4.3248067909533414e-05,0.011904761904761906,0.003910994774049105,0,1,0,0,1,0,0,1,0
1480,importante,1.0,1.1337141896119276e-05,0.011904761904761906,0.003910018280007205,0,0,1,0,1,0,0,1,0
577,auto,3.0,0.0006061251345121968,0.003340519859269435,0.0038967288824639343,1,0,1,0,0,1,0,1,0
1631,muneca,1.0,1.4465444403034481e-05,0.011904761904761906,0.0038916894949063293,0,0,1,0,1,0,0,1,0
1506,huevo,1.0,0.00047285470174644533,0.011904761904761906,0.0038796387278564504,1,0,1,0,1,0,0,1,0
447,pubertad,1.0,0.0006164635150225713,0.011904761904761906,0.003875541164576033,1,0,1,0,1,0,0,1,0
533,respiratorias,1.0,4.150476566101213e-05,0.015873015873015876,0.003874081450023135,0,1,0,1,0,1,0,1,0
127,bomba,1.0,2.231054356043885e-05,0.014722126772526578,0.0038700740451041585,0,1,0,0,1,0,0,1,0
1392,deprimido,1.0,0.00011152425175390875,0.012936194642439974,0.0038618614449748862,0,1,0,0,1,0,0,1,0
628,pensamiento,1.0,9.33562496358106e-05,0.011904761904761906,0.0038602029562001517,0,1,0,0,1,0,0,1,0
1037,caminado,1.0,9.951065414705577e-06,0.011904761904761906,0.003855434844990097,0,0,1,0,1,0,0,1,0
1257,cuestion,1.0,7.727554611322182e-05,0.011904761904761906,0.003846050967635956,0,1,0,0,1,0,0,1,0
1595,talvez,1.0,8.61123120023737e-06,0.017935881348372013,0.003841718655430882,0,0,1,1,0,1,0,1,0
1616,recordarme,1.0,0.002084480927359954,0.011904761904761906,0.0038415707485246744,1,0,1,0,1,0,0,1,0
1563,ayudan,1.0,5.1975998385535306e-05,0.012936194642439974,0.0038285610366138403,0,1,0,0,1,0,0,1,0
1360,finjo,1.0,4.0254426798790806e-05,0.015873015873015876,0.0038230302961076287,0,1,0,1,0,1,0,1,0
1374,libro,1.0,1.411024193348713e-05,0.011904761904761906,0.0038091741721349667,0,0,1,0,1,0,0,1,0
1118,cansa,1.0,2.541267283820392e-05,0.015873015873015876,0.003807931427321869,0,1,0,1,0,1,0,1,0
1083,suenos,1.0,3.892560557798652e-05,0.011904761904761906,0.003797478135507467,0,1,0,0,1,0,0,1,0
855,firme,1.0,9.528809359138416e-06,0.011904761904761906,0.003794842644404351,0,0,1,0,1,0,0,1,0
1270,amarga,1.0,8.566322839904274e-06,0.011904761904761906,0.003793414119158536,0,0,1,0,1,0,0,1,0
1082,mezclan,1.0,0.00010011267223708001,0.011904761904761906,0.0037878733286946134,0,1,0,0,1,0,0,1,0
1099,emociona,1.0,1.1245116914700909e-05,0.011904761904761906,0.0037808652754169675,0,0,1,0,1,0,0,1,0
621,misoy,1.0,2.0285669445419705e-05,0.011904761904761906,0.0037805399977884633,0,1,0,0,1,0,0,1,0
207,confunde,1.0,0.0004087340490821139,0.011904761904761906,0.0037762894359944627,1,0,1,0,1,0,0,1,0
1355,seguido,1.0,2.104768713425217e-05,0.011904761904761906,0.003767726680148897,0,1,0,0,1,0,0,1,0
269,recaidas,1.0,5.641737085197109e-05,0.012936194642439974,0.0037592417363969365,0,1,0,0,1,0,0,1,0
543,lineas,1.0,3.17068585113812e-05,0.011904761904761906,0.0037514049904284626,0,1,0,0,1,0,0,1,0
1268,fracasando,1.0,4.0201249668545044e-05,0.013659720517092891,0.0037401401352302435,0,1,0,0,1,0,0,1,0
1152,extrana,1.0,1.748464616976958e-05,0.015873015873015876,0.0037366040164239517,0,0,1,1,0,1,0,1,0
164,nadiey,1.0,5.6726561372219304e-05,0.012936194642439974,0.0037354573432610647,0,1,0,0,1,0,0,1,0
1308,pidiendo,1.0,1.904875595599102e-05,0.017935881348372013,0.0037326167829022003,0,0,1,1,0,1,0,1,0
758,piso,1.0,4.305804938437921e-05,0.012936194642439974,0.0037324673284228243,0,1,0,0,1,0,0,1,0
141,pormirne,1.0,3.1486954559454897e-06,0.011904761904761906,0.003731045329911216,0,0,1,0,1,0,0,1,0
271,debiles,1.0,3.934501617636368e-05,0.01365972051709289,0.00372950289560896,0,1,0,0,1,0,0,1,0
1603,mueres,1.0,7.627072413944587e-06,0.02087270257894791,0.0037252472365823844,0,0,1,1,0,1,0,1,0
1258,apariencia,1.0,8.311286591525645e-05,0.011904761904761906,0.003722654044200942,0,1,0,0,1,0,0,1,0
502,mierdaa,1.0,3.329283929750637e-05,0.012936194642439974,0.003718111726496486,0,1,0,0,1,0,0,1,0
935,cubo,1.0,0.00011460139487239942,0.011904761904761906,0.003707141365409839,0,1,0,0,1,0,0,1,0
1310,facilidad,1.0,7.662215701424879e-06,0.023967000791982117,0.0037051909711551512,0,0,1,1,0,1,0,1,0
187,molestia,1.0,1.2990433796294546e-05,0.01365972051709289,0.003698820052378602,0,0,1,0,1,0,0,1,0
1338,ush,1.0,1.7206591296701006e-05,0.011904761904761906,0.0036969327359486,0,0,1,0,1,0,0,1,0
1111,agotado,1.0,1.0879506943639453e-05,0.011904761904761906,0.003688371112133,0,0,1,0,1,0,0,1,0
629,piensan,1.0,8.889840785376639e-05,0.011904761904761906,0.003681197622433648,0,1,0,0,1,0,0,1,0
1509,decisiones,1.0,5.836520001079756e-05,0.011904761904761906,0.003680356659271765,0,1,0,0,1,0,0,1,0
953,funcionando,1.0,2.4946173419990647e-06,0.022597794459230738,0.003675486258014151,0,0,1,1,0,1,0,1,0
1229,ignorada,1.0,2.0209264375708827e-05,0.011904761904761906,0.003656670171049344,0,1,0,0,1,0,0,1,0
1770,burbujeando,1.0,1.3835885395692664e-05,0.011904761904761906,0.0036559832652025316,0,0,1,0,1,0,0,1,0
815,soltarla,1.0,0.000304569206183774,0.011904761904761906,0.003647005918548449,0,1,0,0,1,0,0,1,0
1459,junta,1.0,1.1735564817727969e-05,0.016904448610693942,0.003642786084441709,0,0,1,1,0,1,0,1,0
1473,vuelta,1.0,1.4389048219799575e-05,0.011904761904761906,0.0036419808493247338,0,0,1,0,1,0,0,1,0
1766,esperando,1.0,3.916028381884923e-06,0.011904761904761906,0.0036286586695342656,0,0,1,0,1,0,0,1,0
1190,listomas,1.0,7.685658438685778e-06,0.011904761904761906,0.003622525492662283,0,0,1,0,1,0,0,1,0
1672,acompanarme,1.0,1.723691503547286e-05,0.011904761904761906,0.00362241511922248,0,0,1,0,1,0,0,1,0
1119,estresa,1.0,1.5871307509156865e-05,0.015873015873015876,0.003622374000774511,0,0,1,1,0,1,0,1,0
1776,supiera,1.0,3.078771698064781e-05,0.012936194642439974,0.003600870612179137,0,1,0,0,1,0,0,1,0
451,empieza,2.0,0.0006046891564923786,0.005102040816326531,0.0036008269882354138,1,0,1,0,0,1,0,1,0
1552,llegara,1.0,1.588592471176602e-05,0.011904761904761906,0.0035983405579807027,0,0,1,0,1,0,0,1,0
377,amigasnunca,1.0,0.00010634140221371301,0.011904761904761906,0.003592901355828969,0,1,0,0,1,0,0,1,0
922,agonia,1.0,6.181188878110769e-06,0.013659720517092891,0.003588015717122421,0,0,1,0,1,0,0,0,1
393,desgraciada,1.0,9.90748027311521e-06,0.011904761904761906,0.0035818894443903405,0,0,1,0,1,0,0,0,1
1283,ahogado,1.0,5.5994823218861805e-05,0.011904761904761906,0.00357236157719312,0,1,0,0,1,0,0,0,1
1648,apunto,1.0,2.3664018500201556e-05,0.011904761904761906,0.003566383832535613,0,1,0,0,1,0,0,0,1
766,volves,1.0,6.09907018031961e-06,0.012936194642439974,0.0035656270751424786,0,0,1,0,1,0,0,0,1
700,comida,2.0,0.0004149734012756084,0.005102040816326531,0.003564571696574117,1,0,1,0,0,1,0,0,1
998,ponga,1.0,8.173321308367523e-05,0.011904761904761906,0.003564342296778705,0,1,0,0,1,0,0,0,1
1359,kastapasanda,1.0,8.540160727997781e-06,0.011904761904761906,0.00356379295885682,0,0,1,0,1,0,0,0,1
1019,diarias,1.0,3.358119088105234e-05,0.011904761904761906,0.0035603380540602044,0,1,0,0,1,0,0,0,1
1472,darte,1.0,8.05999275951595e-06,0.011904761904761906,0.00355726589686624,0,0,1,0,1,0,0,0,1
1443,suerte,1.0,5.376796168301865e-05,0.012936194642439974,0.003554012710665429,0,1,0,0,1,0,0,0,1
1778,facultad,1.0,0.0,0.017935881348372013,0.0035506284809798767,0,0,1,1,0,1,0,0,1
1367,expresa,1.0,3.5376648324592486e-05,0.011904761904761906,0.003539103524018129,0,1,0,0,1,0,0,0,1
1228,complemente,1.0,0.00014498248494423404,0.011904761904761906,0.0035386051278345747,0,1,0,0,1,0,0,0,1
1003,suicida,1.0,1.2010108412106463e-05,0.011904761904761906,0.003535938053191827,0,0,1,0,1,0,0,0,1
1722,aisla,1.0,1.5270403122802e-05,0.013659720517092891,0.0035318008920494706,0,0,1,0,1,0,0,0,1
1705,aferrarme,1.0,1.4232417065109967e-05,0.016904448610693942,0.0035151162606646947,0,0,1,1,0,1,0,0,1
1525,sofoca,1.0,4.794795587565139e-06,0.015873015873015876,0.003514101897031509,0,0,1,1,0,1,0,0,1
1510,prescribirte,1.0,0.00029825195948673326,0.011904761904761906,0.0035105559613087013,0,1,0,0,1,0,0,0,1
690,frustracion,1.0,0.00013238183224739927,0.011904761904761906,0.003486967105520099,0,1,0,0,1,0,0,0,1
1214,moto,1.0,0.0001723477449206569,0.011904761904761906,0.003481765180720762,0,1,0,0,1,0,0,0,1
1775,derecho,1.0,1.9872882286178482e-05,0.011904761904761906,0.0034802440806190613,0,1,0,0,1,0,0,0,1
55,flojera,3.0,0.0002656881647732928,0.004062020580770156,0.0034766285877252763,0,1,0,0,0,1,0,0,1
1413,relacion,1.0,2.543513997143541e-06,0.015873015873015876,0.003476140470611254,0,0,1,1,0,1,0,0,1
1786,asquerosamente,1.0,0.0011183703465647184,0.02442096541846836,0.003474201282354355,1,0,1,1,0,1,0,0,1
403,complicado,1.0,2.4661239991005635e-05,0.011904761904761906,0.0034693452108993934,0,1,0,0,1,0,0,0,1
1635,preocupa,1.0,1.3600680472143445e-05,0.012936194642439974,0.00346468440989698,0,0,1,0,1,0,0,0,1
1551,deseaba,1.0,1.870715057047575e-05,0.011904761904761906,0.0034441781448037545,0,0,1,0,1,0,0,0,1
1114,motivo,1.0,2.2706107803904495e-05,0.015873015873015876,0.0034224995248675564,0,1,0,1,0,1,0,0,1
771,navaja,1.0,4.55481702010359e-05,0.012936194642439974,0.003410744168612619,0,1,0,0,1,0,0,0,1
1248,llevado,1.0,2.028740047112265e-05,0.011904761904761906,0.003407287955339715,0,1,0,0,1,0,0,0,1
480,decepcionados,1.0,9.675060587633616e-06,0.017935881348372013,0.0034051879936921026,0,0,1,1,0,1,0,0,1
1203,rapido,2.0,0.00022270331562193553,0.005102040816326531,0.0033983266696693127,0,1,0,0,0,1,0,0,1
1511,medicinas,1.0,0.0005231643986786143,0.011904761904761906,0.0033835559164755212,1,0,1,0,1,0,0,0,1
96,situaciones,1.0,0.0,0.030534302395738677,0.003375861468914565,0,0,1,1,0,1,0,0,1
1568,corte,1.0,1.4483436884912667e-05,0.019235405166123307,0.003374129186082649,0,0,1,1,0,1,0,0,1
663,medicina,1.0,2.2972303592200895e-05,0.011904761904761906,0.0033655230922768997,0,1,0,0,1,0,0,0,1
1135,desaparecen,1.0,1.8080202844573457e-05,0.011904761904761906,0.003340868747610457,0,0,1,0,1,0,0,0,1
748,psicologo,1.0,1.3593158413153409e-05,0.011904761904761906,0.003338307822432139,0,0,1,0,1,0,0,0,1
1354,tercer,1.0,3.632005502025859e-05,0.011904761904761906,0.0033240026028309192,0,1,0,0,1,0,0,0,1
1122,estorbas,1.0,9.295154448719274e-06,0.011904761904761906,0.0033175119709270458,0,0,1,0,1,0,0,0,1
564,cambiarrr,1.0,4.031000453400425e-05,0.014722126772526574,0.0033168426489141515,0,1,0,0,1,0,0,0,1
1529,again,1.0,1.1725780343996425e-05,0.012936194642439974,0.0033150456253334764,0,0,1,0,1,0,0,0,1
576,panico,3.0,0.0005010346932102567,0.005340719133430471,0.003306112674539491,1,0,1,0,0,1,0,0,1
1138,daria,1.0,1.8981652813379575e-06,0.02442096541846836,0.0033003384521184446,0,0,1,1,0,1,0,0,1
150,sientoque,1.0,0.0,0.03433927548350972,0.003299285395940185,0,0,1,1,0,1,0,0,1
481,padres,1.0,9.426476348692117e-06,0.016904448610693942,0.00328753761836675,0,0,1,1,0,1,0,0,1
1073,psicologos,1.0,9.910352591416218e-06,0.011904761904761906,0.003286452688295246,0,0,1,0,1,0,0,0,1
1224,alimenticios,1.0,0.00013975215944405923,0.011904761904761906,0.003281057712618279,0,1,0,0,1,0,0,0,1
1418,esquina,1.0,1.4202596685648872e-05,0.012936194642439974,0.003271806221436448,0,0,1,0,1,0,0,0,1
1332,dicho,1.0,3.767881244693523e-06,0.015873015873015876,0.003262853396786523,0,0,1,1,0,1,0,0,1
1577,romp,,3.051292520883488e-05,0.011904761904761906,0.0032624262605891715,0,1,0,0,1,0,0,0,1
39,conocere,1.0,4.558819837975428e-05,0.012936194642439974,0.0032622520798919643,0,1,0,0,1,0,0,0,1
1042,empezado,1.0,1.9224146392782893e-05,0.012936194642439974,0.0032602438840121785,0,1,0,0,1,0,0,0,1
1207,attyo,1.0,1.6002694879068474e-05,0.011904761904761906,0.0032566496377756876,0,0,1,0,1,0,0,0,1
1534,escribia,1.0,2.454465788201748e-05,0.011904761904761906,0.0032480748074209583,0,1,0,0,1,0,0,0,1
1532,orto,1.0,1.000383163420455e-05,0.011904761904761906,0.003241992711136764,0,0,1,0,1,0,0,0,1
768,costo,1.0,1.0770498036601856e-05,0.011904761904761906,0.00323911547242056,0,0,1,0,1,0,0,0,1
1764,feas,1.0,1.883790523198407e-05,0.01469115325477096,0.003236774572084116,0,0,1,0,1,0,0,0,1
1678,mirar,1.0,5.711056230753002e-06,0.028471436920382537,0.0032361147650551807,0,0,1,1,0,1,0,0,1
676,orden,1.0,1.5685850409032578e-05,0.011904761904761906,0.003232932993479196,0,0,1,0,1,0,0,0,1
264,lamentablemente,1.0,1.1325634312944739e-05,0.011904761904761906,0.0032244094652823046,0,0,1,0,1,0,0,0,1
1013,vencer,1.0,1.8504634562970815e-05,0.011904761904761906,0.0032103439849685052,0,0,1,0,1,0,0,0,1
1416,sufre,1.0,1.4674463623076955e-06,0.015873015873015876,0.003206785364706858,0,0,1,1,0,1,0,0,1
1774,diciendo,1.0,1.4234411119499683e-05,0.011904761904761906,0.003200362351723346,0,0,1,0,1,0,0,0,1
555,desearia,1.0,1.92250893726892e-05,0.015873015873015876,0.0031949188284486675,0,1,0,1,0,1,0,0,1
1531,abrace,1.0,5.850324884104808e-06,0.02087270257894791,0.003190617805806604,0,0,1,1,0,1,0,0,1
1383,sonriendo,1.0,3.0442802924007413e-05,0.011904761904761906,0.003190392874702774,0,1,0,0,1,0,0,0,1
1161,excepto,1.0,0.00011733304475555866,0.011904761904761906,0.003189289699770865,0,1,0,0,1,0,0,0,1
734,cansancio,2.0,0.00020313386936813828,0.0061734022533119675,0.0031856994089133313,0,1,0,0,0,1,0,0,1
49,diera,1.0,8.029488115793541e-06,0.011904761904761906,0.0031838717016739204,0,0,1,0,1,0,0,0,1
1085,agobiada,1.0,4.5910262775552175e-06,0.011904761904761906,0.00317241748901182,0,0,1,0,1,0,0,0,1
381,insegurotimido,1.0,5.9148657025741515e-05,0.011904761904761906,0.003166078483876289,0,1,0,0,1,0,0,0,1
4,odiamos,1.0,5.5590228272124186e-05,0.011904761904761906,0.003165540763657543,0,1,0,0,1,0,0,0,1
1376,danada,1.0,6.725499766332507e-06,0.012936194642439974,0.003161364540583257,0,0,1,0,1,0,0,0,1
744,historia,2.0,0.00032930952330329606,0.005102040816326531,0.003140120991484088,0,1,0,0,0,1,0,0,1
333,igualsiento,1.0,5.805810301239834e-06,0.011904761904761906,0.003125138530173952,0,0,1,0,1,0,0,0,1
456,abominables,1.0,1.3230387735597898e-05,0.011904761904761906,0.003110999638509151,0,0,1,0,1,0,0,0,1
497,escuela,2.0,0.0001552937818025843,0.0070237423893663884,0.0031093464260701655,0,1,0,0,0,1,0,0,1
696,verde,1.0,3.284425272258221e-05,0.012936194642439974,0.003104086355809409,0,1,0,0,1,0,0,0,1
612,molesta,1.0,0.0001825313788992739,0.012936194642439974,0.0031033349925501164,0,1,0,0,1,0,0,0,1
530,asustada,1.0,5.703513869255665e-05,0.011904761904761906,0.0031024331692044325,0,1,0,0,1,0,0,0,1
656,ayudar,1.0,1.4766194243349694e-05,0.012936194642439974,0.003092404032693748,0,0,1,0,1,0,0,0,1
763,sentirte,1.0,1.6161986888736625e-05,0.011904761904761906,0.0030842978507154392,0,0,1,0,1,0,0,0,1
1580,arrancar,1.0,1.3716108784053414e-05,0.022597794459230738,0.0030814077515256616,0,0,1,1,0,1,0,0,1
946,repara,1.0,1.1314778114579965e-05,0.011904761904761906,0.003062685743947487,0,0,1,0,1,0,0,0,1
725,rodeado,1.0,1.1120144810963836e-05,0.011904761904761906,0.0030607522248422172,0,0,1,0,1,0,0,0,1
219,juventud,1.0,1.7194259025516634e-05,0.015873015873015876,0.003060054790335839,0,0,1,1,0,1,0,0,1
220,baso,1.0,3.0061450965057725e-05,0.011904761904761906,0.0030595451483463295,0,1,0,0,1,0,0,0,1
1715,interes,1.0,1.2156116007097708e-05,0.011904761904761906,0.0030590765278235466,0,0,1,0,1,0,0,0,1
22,trae,1.0,3.9878440754214417e-05,0.011904761904761906,0.0030518999956729623,0,1,0,0,1,0,0,0,1
710,decepcionar,1.0,9.730213557092485e-06,0.011904761904761906,0.003050499473100992,0,0,1,0,1,0,0,0,1
1010,sarcasmo,1.0,7.952239751628767e-05,0.011904761904761906,0.0030478472103882097,0,1,0,0,1,0,0,0,1
893,eh,1.0,2.2032093537320405e-05,0.014235718460191268,0.0030324814686750337,0,1,0,0,1,0,0,0,1
1382,cambium,,8.280039735281716e-05,0.011904761904761906,0.003031460817364144,0,1,0,0,1,0,0,0,1
563,activa,1.0,2.5528251837809277e-05,0.015873015873015876,0.003013952811663394,0,1,0,1,0,1,0,0,1
1317,aburrido,1.0,3.5481165638924687e-06,0.011904761904761906,0.003010144064608993,0,0,1,0,1,0,0,0,1
826,tomaria,1.0,7.28252189230369e-06,0.011904761904761906,0.0030029681463973786,0,0,1,0,1,0,0,0,1
1334,nuevamente,1.0,2.130133853514811e-05,0.015873015873015876,0.0030015077289941242,0,1,0,1,0,1,0,0,1
1337,echo,1.0,0.0,0.017935881348372013,0.002996755064469636,0,0,1,1,0,1,0,0,1
195,mangas,1.0,0.0,0.02793525476023609,0.0029957130514443177,0,0,1,1,0,1,0,0,1
662,dosis,1.0,8.542669950841176e-05,0.011904761904761906,0.00299018631705053,0,1,0,0,1,0,0,0,1
193,chico,1.0,6.248649343237974e-06,0.015873015873015876,0.002979978615708907,0,0,1,1,0,1,0,0,1
355,ahogarme,1.0,4.130928783904684e-06,0.015873015873015876,0.0029792633381312767,0,0,1,1,0,1,0,0,1
1651,mismos,1.0,4.1216898521510694e-05,0.015873015873015876,0.002967839346476503,0,1,0,1,0,1,0,0,1
1380,palabra,1.0,6.251337794386046e-05,0.011904761904761906,0.002956422735582127,0,1,0,0,1,0,0,0,1
1781,quedando,1.0,0.00010020218970472253,0.013967627380118043,0.002954126513754636,0,1,0,0,1,0,0,0,1
329,solian,1.0,1.352894801954301e-05,0.011904761904761906,0.002953690610345689,0,0,1,0,1,0,0,0,1
191,grita,1.0,2.207452375651252e-06,0.019841269841269844,0.002953631616657808,0,0,1,1,0,1,0,0,1
192,bano,1.0,2.207452375651252e-06,0.019841269841269844,0.002953631616657808,0,0,1,1,0,1,0,0,1
1351,botella,1.0,3.0780705018330615e-05,0.011904761904761906,0.0029468883942700397,0,1,0,0,1,0,0,0,1
1729,evadir,1.0,6.209811593289761e-05,0.015873015873015876,0.002940808989911913,0,1,0,1,0,1,0,0,1
773,resistirme,1.0,3.906382086521733e-05,0.011904761904761906,0.00293885963028886,0,1,0,0,1,0,0,0,1
1375,coincidir,1.0,8.100687061689235e-06,0.012936194642439974,0.00293808294496349,0,0,1,0,1,0,0,0,1
901,pide,1.0,2.2585445088091042e-05,0.012936194642439974,0.002932847074748583,0,1,0,0,1,0,0,0,1
1546,cuchilla,1.0,6.914148609021517e-05,0.011904761904761906,0.002931445778961521,0,1,0,0,1,0,0,0,1
1654,clorazepan,1.0,1.6619657433990167e-05,0.015873015873015876,0.002919702575958247,0,0,1,1,0,1,0,0,1
1460,jodidamente,1.0,2.480270941015057e-05,0.013967627380118045,0.002918406523035883,0,1,0,0,1,0,0,0,1
231,regresado,1.0,1.0575940664221005e-05,0.011904761904761906,0.002917286332298199,0,0,1,0,1,0,0,0,1
1333,usar,1.0,2.928052462134435e-05,0.011904761904761906,0.002910488347785614,0,1,0,0,1,0,0,0,1
1352,regresa,1.0,2.3110564657054736e-05,0.011904761904761906,0.002900904211153744,0,1,0,0,1,0,0,0,1
1477,denser,1.0,1.1290562804834844e-05,0.011904761904761906,0.0028994701619125722,0,0,1,0,1,0,0,0,1
726,minimum,,2.2643782915994954e-05,0.012936194642439974,0.0028930620233791385,0,1,0,0,1,0,0,0,1
709,fallar,1.0,7.716326835751314e-06,0.011904761904761906,0.0028903452089025362,0,0,1,0,1,0,0,0,1
996,regalarme,1.0,2.9272990283623905e-05,0.011904761904761906,0.0028750332978239516,0,1,0,0,1,0,0,0,1
1130,presiento,1.0,6.870192187987483e-06,0.011904761904761906,0.002873775702048106,0,0,1,0,1,0,0,0,1
325,sentiria,1.0,0.00016447807813135785,0.011904761904761906,0.0028719365830334755,0,1,0,0,1,0,0,0,1
1208,cruzo,1.0,8.25199820643038e-05,0.011904761904761906,0.0028523714407206096,0,1,0,0,1,0,0,0,1
524,total,1.0,1.4564512011222298e-05,0.012936194642439974,0.002847829926533339,0,0,1,0,1,0,0,0,1
1455,decaer,1.0,5.0055271599058676e-06,0.011904761904761906,0.002835364963747962,0,0,1,0,1,0,0,0,1
837,alivia,1.0,3.065822397789722e-05,0.016904448610693942,0.002834148555016928,0,1,0,1,0,1,0,0,1
501,celular,1.0,9.023314129952192e-06,0.011904761904761906,0.00282223214227464,0,0,1,0,1,0,0,0,1
474,basta,1.0,5.010451703022026e-06,0.012936194642439974,0.0028137304142437395,0,0,1,0,1,0,0,0,1
1401,todotan,1.0,7.539558366143052e-06,0.011904761904761906,0.0028106673257060075,0,0,1,0,1,0,0,0,1
1771,sacarlosolo,1.0,9.403273246461313e-05,0.011904761904761906,0.0028059586435535532,0,1,0,0,1,0,0,0,1
880,ingresar,1.0,7.235295806324437e-06,0.011904761904761906,0.002804928621395976,0,0,1,0,1,0,0,0,1
1187,arrancarme,1.0,3.463632090587167e-05,0.013967627380118045,0.00280249025001409,0,1,0,0,1,0,0,0,1
1076,respirars,1.0,2.179658224704718e-05,0.012936194642439974,0.002800848664459325,0,1,0,0,1,0,0,0,1
1779,talves,1.0,4.67749641400563e-06,0.015873015873015876,0.002792579581849308,0,0,1,1,0,1,0,0,1
1305,vaya,1.0,4.9805948891162003e-05,0.016761825756227443,0.0027717217865109675,0,1,0,1,0,1,0,0,1
375,verdaderas,1.0,0.00011886879109750188,0.011904761904761906,0.0027693886958218093,0,1,0,0,1,0,0,0,1
465,encontraron,1.0,7.397973729085952e-06,0.011904761904761906,0.0027583611930339777,0,0,1,0,1,0,0,0,1
1734,quiebra,1.0,1.0093088982549866e-05,0.012936194642439974,0.0027443949962253156,0,0,1,0,1,0,0,0,1
694,listo,1.0,8.107490104711065e-05,0.015873015873015876,0.0027431513128235653,0,1,0,1,0,1,0,0,1
311,precion,1.0,6.298639219669525e-06,0.015873015873015876,0.002735734638025937,0,0,1,1,0,1,0,0,1
1029,dejas,1.0,3.140285050323859e-05,0.011904761904761906,0.002723185311049298,0,1,0,0,1,0,0,0,1
1450,exceder,1.0,3.6622250152083596e-06,0.011904761904761906,0.002710037311529691,0,0,1,0,1,0,0,0,1
532,vias,1.0,2.8502102250139504e-05,0.011904761904761906,0.0027099092856078437,0,1,0,0,1,0,0,0,1
1339,temporadas,1.0,4.109899556841924e-06,0.011904761904761906,0.0026986286095068432,0,0,1,0,1,0,0,0,1
976,colocando,1.0,8.875012037073408e-05,0.014235718460191268,0.0026854995417419213,0,1,0,0,1,0,0,0,1
531,respirando,1.0,4.5427285340134005e-05,0.011904761904761906,0.0026847178314876744,0,1,0,0,1,0,0,0,1
1129,recaigo,1.0,1.1388367927989963e-05,0.01365972051709289,0.0026720393327446523,0,0,1,0,1,0,0,0,1
894,acostumbrado,1.0,6.0687020462054906e-05,0.011904761904761906,0.002670314370151227,0,1,0,0,1,0,0,0,1
